dataset,profile_id,strata,hard_ratio,mid_ratio,easy_ratio,ranking_mode,n_seeds,val_f1_mean,val_f1_std,val_auc_mean,val_auc_std,val_pr_auc_mean,val_pr_auc_std,test1_f1_report_only_mean,test1_f1_report_only_std,test1_auc_report_only_mean,test1_auc_report_only_std,test1_pr_auc_report_only_mean,test1_pr_auc_report_only_std,test2_f1_report_only_mean,test2_f1_report_only_std,test2_auc_report_only_mean,test2_auc_report_only_std,test2_pr_auc_report_only_mean,test2_pr_auc_report_only_std,selection_score,mean_external_f1_report_only
dpn,s4_h0p65_m0p25_e0p10,4,0.65,0.25,0.1,distance_only,5,0.9985185185185184,0.0033126932999996933,1.0,0.0,1.0,1.2412670766236366e-16,0.9877548501814648,0.005692016360558422,0.9999190228760375,7.392166239357386e-05,0.9997807829458875,0.00019679855294059515,0.987809637196942,0.005594281944455816,0.998939027665861,0.002151635759297599,0.9984058843664432,0.0029630108011196358,1.0468621718685185,0.9877822436892034
dpn,s8_h0p45_m0p40_e0p15,8,0.45,0.4,0.15,distance_only,5,0.9971223021582734,0.003940450053993976,1.0,0.0,1.0,1.9229626863835638e-16,0.9891524177238464,0.007740317029047299,0.9999460152506916,8.798437688377666e-05,0.9998548295952767,0.00023520773011178085,0.9785221523399856,0.005482422862083564,0.9995433789954339,0.0004804873440772886,0.998683870423063,0.0013982421116210046,1.0451520771312763,0.983837285031916
dpn,s8_h0p60_m0p25_e0p15,8,0.6,0.25,0.15,distance_only,5,0.9971012970645383,0.0039693861453929,1.0,0.0,0.9999999999999998,1.9229626863835638e-16,0.9892242379365668,0.011189206696436641,0.9999325190633644,6.748093663538901e-05,0.9998153634963544,0.00018453558053541476,0.977335789506564,0.013341572185900302,0.9995030889067957,0.00020478042817586716,0.9985692368878404,0.0006149308319466586,1.0451166039918418,0.9832800137215654
dpn,s8_h0p55_m0p30_e0p15,8,0.55,0.3,0.15,distance_only,5,0.9971012970645383,0.003969386145392901,1.0,0.0,1.0,0.0,0.9802789886660854,0.022219033144898856,0.9999325190633644,6.748093663538901e-05,0.9998153634963544,0.00018453558053541476,0.9721417323488272,0.01375284740514253,0.9992613483749665,0.0004000931804933274,0.9978361668018891,0.0012427093122509632,1.0451166039918418,0.9762103605074564
dpn,s8_h0p40_m0p40_e0p20,8,0.4,0.4,0.2,distance_only,5,0.9971012970645383,0.003969386145392901,1.0,0.0,0.9999999999999998,1.9229626863835638e-16,0.9865401728258872,0.008109569913073107,0.9999460152506916,7.392166239355866e-05,0.9998523868210489,0.00020214493379775372,0.9720745282453027,0.010466071895303459,0.9992882084340586,0.0005569820401108619,0.99808926563345,0.001481106552770854,1.0451166039918418,0.9793073505355949
dpn,s4_h0p55_m0p35_e0p10,4,0.55,0.35,0.1,distance_only,5,0.9970370370370369,0.004057204129667903,1.0,0.0,1.0,0.0,0.9825625641827104,0.012669332092584284,0.9995681220055335,0.0008530401831734805,0.9991099883122448,0.001681588185585199,0.9749266475581919,0.019865489910988625,0.9984958366908409,0.0031022350808245633,0.9981225935336682,0.0034789677472535628,1.045008434972203,0.9787446058704512
dpn,s6_h0p55_m0p30_e0p15,6,0.55,0.3,0.15,distance_only,5,0.9971428571428571,0.006388765649999377,1.0,0.0,1.0,2.0014830212433605e-16,0.9787805710250186,0.017812993467664524,0.9999460152506916,7.392166239352825e-05,0.9998523868210489,0.00020214493379765337,0.9774262473113072,0.01492255656501109,0.9993150684931507,0.0010032151166792023,0.9976760587069204,0.0037273966886565394,1.0439484743178575,0.9781034091681629
dpn,s6_h0p45_m0p40_e0p15,6,0.45,0.4,0.15,distance_only,5,0.9971428571428571,0.006388765649999377,1.0,0.0,1.0,1.5700924586837752e-16,0.9891330295548171,0.005972872700145303,0.9999595114380189,6.035678460084052e-05,0.999888422857085,0.00016656655236126466,0.9824949414556319,0.007578721399020275,0.9997313994090788,0.00029652702344639136,0.9992310579435133,0.000861377848881294,1.0439484743178575,0.9858139855052245
dpn,s10_h0p40_m0p40_e0p20,10,0.4,0.4,0.2,distance_only,5,0.9971428571428571,0.006388765649999377,1.0,0.0,0.9999999999999998,2.220446049250313e-16,0.9722121109906648,0.015934145630545193,0.9998920305013833,0.00010233990747080702,0.9997105705598857,0.0002690399818998999,0.9545151412936953,0.04207380520820905,0.9994762288477034,0.00048048734407731496,0.9985642323095651,0.001292312971599066,1.0439484743178575,0.9633636261421801
dpn,s10_h0p45_m0p40_e0p15,10,0.45,0.4,0.15,distance_only,5,0.9971428571428571,0.006388765649999377,1.0,0.0,0.9999999999999998,1.5700924586837752e-16,0.9799332860875081,0.011214682521547096,0.9999190228760375,0.0001462951844839633,0.9997873532120108,0.00038054727155962566,0.9711298664300024,0.023660990822177982,0.9997045393499866,0.00024489098212209285,0.9991726320873212,0.0006894465212179826,1.0439484743178575,0.9755315762587553
dpn,s6_h0p50_m0p35_e0p15,6,0.5,0.35,0.15,distance_only,5,0.9971428571428571,0.006388765649999377,1.0,0.0,1.0,0.0,0.9825833356476039,0.011948428346375226,0.9999460152506916,5.6458602235915475e-05,0.9998513995323904,0.0001557904273249946,0.9748429934806474,0.017860945832548297,0.9994762288477034,0.0005626204691284909,0.9985217458375008,0.0015643336208000882,1.0439484743178575,0.9787131645641256
dpn,s12_h0p45_m0p35_e0p20,12,0.45,0.35,0.2,distance_only,5,0.9971428571428571,0.006388765649999377,1.0,0.0,1.0,1.3597399555105182e-16,0.9647316827480612,0.02451454491673844,0.9999055266887105,9.053517690126801e-05,0.9997417969667926,0.0002473900841103538,0.9605507478260391,0.03944765192252835,0.9990867579908675,0.001489916364794588,0.9972770869894682,0.004539589994826808,1.0439484743178575,0.9626412152870502
dpn,s12_h0p45_m0p40_e0p15,12,0.45,0.4,0.15,distance_only,5,0.9971428571428571,0.006388765649999377,1.0,0.0,1.0,1.1102230246251565e-16,0.9675713849729034,0.02932097565800503,0.9998920305013833,0.00010233990747084362,0.999706709247494,0.0002770411239037966,0.9558060994439543,0.04310749048398412,0.9991539081385981,0.0010157222885409114,0.9976578556711047,0.0029242716441137194,1.0439484743178575,0.9616887422084288
dpn,s6_h0p50_m0p30_e0p20,6,0.5,0.3,0.2,distance_only,5,0.9971428571428571,0.006388765649999377,1.0,0.0,1.0,0.0,0.9760833382492857,0.014165329966370942,0.9999460152506916,7.392166239355866e-05,0.999852386821049,0.00020214493379769395,0.9737012742727028,0.022402679252640688,0.9995568090249799,0.0005488266651007651,0.998732176787126,0.0015761523796103815,1.0439484743178575,0.9748923062609942
dpn,s6_h0p55_m0p25_e0p20,6,0.55,0.25,0.2,distance_only,5,0.9971428571428571,0.006388765649999377,1.0,0.0,1.0,1.5700924586837752e-16,0.9812384212478292,0.012501566431581498,0.9999190228760375,8.798437688376815e-05,0.9997778330028286,0.00024092892261956469,0.9786818372665878,0.012562262445837476,0.9993956486704271,0.0006080704497809276,0.9982326866490192,0.0018555902407872823,1.0439484743178575,0.9799601292572084
dpn,s8_h0p55_m0p35_e0p10,8,0.55,0.35,0.1,distance_only,5,0.9956624481436748,0.0039598571287488595,1.0,0.0,1.0,1.5700924586837752e-16,0.9789184444483983,0.020877321832368147,0.9999460152506916,5.6458602235915475e-05,0.9998513995323904,0.0001557904273249946,0.9747723629794578,0.015217705295034611,0.999382218640881,0.0004067991198189918,0.9981977199914202,0.0012169754115584769,1.0436825195793002,0.976845403713928
dpn,s4_h0p55_m0p25_e0p20,4,0.55,0.25,0.2,distance_only,5,0.9956198155830567,0.003999253239430224,1.0,0.0,0.9999999999999998,1.6653345369377348e-16,0.9865214066987467,0.008090399542957108,0.9999595114380189,3.696083119680974e-05,0.9998889300259165,0.00010139255044524046,0.9811507193578446,0.008505026826506095,0.9986301369863014,0.0025792126113416388,0.9980318324174648,0.003129494475828948,1.0436201889633416,0.9838360630282956
dpn,s10_h0p45_m0p35_e0p20,10,0.45,0.35,0.2,distance_only,5,0.9957040082219939,0.006394549657644289,1.0,0.0,1.0,0.0,0.9825296493082032,0.008744640959706508,0.9999055266887105,0.00013993144850075556,0.9997503298873165,0.0003633010198942578,0.9696741767757674,0.019656244979460082,0.9996373892022563,0.00027929941368636,0.9990014541219587,0.0007653954455879346,1.042506733393172,0.9761019130419852
dpn,s10_h0p50_m0p30_e0p20,10,0.5,0.3,0.2,distance_only,5,0.9957040082219939,0.006394549657644289,1.0,0.0,1.0,1.1102230246251565e-16,0.9773376151688007,0.01264494973313558,0.9999325190633647,0.00011688041079482977,0.9998206532453109,0.00030815614562029487,0.96037026513217,0.03668226571929554,0.9995836690840718,0.0002574575545619432,0.9988454122617807,0.0006951722915638843,1.042506733393172,0.9688539401504854
dpn,s8_h0p55_m0p25_e0p20,8,0.55,0.25,0.2,distance_only,5,0.9956830031282585,0.006406611161496029,1.0,0.0,1.0,1.5700924586837752e-16,0.9789184444483983,0.020877321832368147,0.9999325190633644,6.748093663538901e-05,0.9998153634963544,0.00018453558053524934,0.9696292562896733,0.01645667206238484,0.9992747784045125,0.00033373015417109046,0.9978831579725949,0.0010000019951750163,1.0424796975475104,0.9742738503690358
dpn,s8_h0p50_m0p30_e0p20,8,0.5,0.3,0.2,distance_only,5,0.995576076452271,0.006645833673154074,1.0,0.0,1.0,1.5700924586837752e-16,0.9839417459924205,0.013524567274192247,0.9998920305013833,0.00011291720447181768,0.9997011935619211,0.00031522101492283193,0.9774750656821606,0.01863467324902976,0.9995568090249799,0.0002583317762781324,0.998741924118592,0.0007517538692728953,1.042253159615694,0.9807084058372906
